"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","COLUMN_TYPE","DATA_TYPE","IS_NULLABLE","COLUMN_KEY"
"hotfixes","creature_difficulty","FactionTemplateID","smallint unsigned","smallint","NO",""
"hotfixes","creature_difficulty","Expansion","tinyint","tinyint","NO",""
"hotfixes","creature_difficulty","MinLevel","tinyint","tinyint","NO",""
"hotfixes","creature_difficulty","MaxLevel","tinyint","tinyint","NO",""
"hotfixes","creature_difficulty","VerifiedBuild","int","int","NO",""
"hotfixes","creature_display_info","ID","int unsigned","int","NO","PRI"
"hotfixes","creature_display_info","ModelID","smallint unsigned","smallint","NO",""
"hotfixes","creature_display_info","SoundID","smallint unsigned","smallint","NO",""
"hotfixes","creature_display_info","SizeClass","tinyint","tinyint","NO",""
"hotfixes","creature_display_info","CreatureModelScale","float","float","NO",""
"hotfixes","creature_display_info","CreatureModelAlpha","tinyint unsigned","tinyint","NO",""
"hotfixes","creature_display_info","BloodID","tinyint unsigned","tinyint","NO",""
"hotfixes","creature_display_info","ExtendedDisplayInfoID","int","int","NO",""
"hotfixes","creature_display_info","NPCSoundID","smallint unsigned","smallint","NO",""
"hotfixes","creature_display_info","ParticleColorID","smallint unsigned","smallint","NO",""
"hotfixes","creature_display_info","PortraitCreatureDisplayInfoID","int","int","NO",""
"hotfixes","creature_display_info","PortraitTextureFileDataID","int","int","NO",""
"hotfixes","creature_display_info","ObjectEffectPackageID","smallint unsigned","smallint","NO",""
"hotfixes","creature_display_info","AnimReplacementSetID","smallint unsigned","smallint","NO",""
"hotfixes","creature_display_info","Flags","tinyint unsigned","tinyint","NO",""
"hotfixes","creature_display_info","StateSpellVisualKitID","int","int","NO",""
"hotfixes","creature_display_info","PlayerOverrideScale","float","float","NO",""
"hotfixes","creature_display_info","PetInstanceScale","float","float","NO",""
"hotfixes","creature_display_info","UnarmedWeaponType","tinyint","tinyint","NO",""
"hotfixes","creature_display_info","MountPoofSpellVisualKitID","int","int","NO",""
"hotfixes","creature_display_info","DissolveEffectID","int","int","NO",""
"hotfixes","creature_display_info","Gender","tinyint","tinyint","NO",""
"hotfixes","creature_display_info","DissolveOutEffectID","int","int","NO",""
"hotfixes","creature_display_info","CreatureModelMinLod","tinyint","tinyint","NO",""
"hotfixes","creature_display_info","TextureVariationFileDataID1","int","int","NO",""
"hotfixes","creature_display_info","TextureVariationFileDataID2","int","int","NO",""
"hotfixes","creature_display_info","TextureVariationFileDataID3","int","int","NO",""
"hotfixes","creature_display_info","TextureVariationFileDataID4","int","int","NO",""
"hotfixes","creature_display_info","VerifiedBuild","int","int","NO","PRI"
"hotfixes","creature_display_info_extra","ID","int unsigned","int","NO","PRI"
"hotfixes","creature_display_info_extra","DisplayRaceID","tinyint","tinyint","NO",""
"hotfixes","creature_display_info_extra","DisplaySexID","tinyint","tinyint","NO",""
"hotfixes","creature_display_info_extra","DisplayClassID","tinyint","tinyint","NO",""
"hotfixes","creature_display_info_extra","SkinID","tinyint","tinyint","NO",""
"hotfixes","creature_display_info_extra","FaceID","tinyint","tinyint","NO",""
"hotfixes","creature_display_info_extra","HairStyleID","tinyint","tinyint","NO",""
"hotfixes","creature_display_info_extra","HairColorID","tinyint","tinyint","NO",""
"hotfixes","creature_display_info_extra","FacialHairID","tinyint","tinyint","NO",""
"hotfixes","creature_display_info_extra","Flags","tinyint","tinyint","NO",""
"hotfixes","creature_display_info_extra","BakeMaterialResourcesID","int","int","NO",""
"hotfixes","creature_display_info_extra","HDBakeMaterialResourcesID","int","int","NO",""
"hotfixes","creature_display_info_extra","CustomDisplayOption1","tinyint unsigned","tinyint","NO",""
"hotfixes","creature_display_info_extra","CustomDisplayOption2","tinyint unsigned","tinyint","NO",""
"hotfixes","creature_display_info_extra","CustomDisplayOption3","tinyint unsigned","tinyint","NO",""
"hotfixes","creature_display_info_extra","VerifiedBuild","int","int","NO","PRI"
"hotfixes","creature_family","ID","int unsigned","int","NO","PRI"
"hotfixes","creature_family","Name","text","text","YES",""
"hotfixes","creature_family","MinScale","float","float","NO",""
"hotfixes","creature_family","MinScaleLevel","tinyint","tinyint","NO",""
"hotfixes","creature_family","MaxScale","float","float","NO",""
"hotfixes","creature_family","MaxScaleLevel","tinyint","tinyint","NO",""
"hotfixes","creature_family","PetFoodMask","smallint","smallint","NO",""
"hotfixes","creature_family","PetTalentType","tinyint","tinyint","NO",""
"hotfixes","creature_family","CategoryEnumID","int","int","NO",""
"hotfixes","creature_family","IconFileID","int","int","NO",""
"hotfixes","creature_family","SkillLine1","smallint","smallint","NO",""
"hotfixes","creature_family","SkillLine2","smallint","smallint","NO",""
"hotfixes","creature_family","VerifiedBuild","int","int","NO","PRI"
"hotfixes","creature_family_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","creature_family_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","creature_family_locale","Name_lang","text","text","YES",""
"hotfixes","creature_family_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","creature_model_data","ID","int unsigned","int","NO","PRI"
"hotfixes","creature_model_data","GeoBox1","float","float","NO",""
"hotfixes","creature_model_data","GeoBox2","float","float","NO",""
"hotfixes","creature_model_data","GeoBox3","float","float","NO",""
"hotfixes","creature_model_data","GeoBox4","float","float","NO",""
"hotfixes","creature_model_data","GeoBox5","float","float","NO",""
"hotfixes","creature_model_data","GeoBox6","float","float","NO",""
"hotfixes","creature_model_data","Flags","int unsigned","int","NO",""
"hotfixes","creature_model_data","FileDataID","int unsigned","int","NO",""
"hotfixes","creature_model_data","BloodID","int unsigned","int","NO",""
"hotfixes","creature_model_data","FootprintTextureID","int unsigned","int","NO",""
"hotfixes","creature_model_data","FootprintTextureLength","float","float","NO",""
"hotfixes","creature_model_data","FootprintTextureWidth","float","float","NO",""
"hotfixes","creature_model_data","FootprintParticleScale","float","float","NO",""
"hotfixes","creature_model_data","FoleyMaterialID","int unsigned","int","NO",""
"hotfixes","creature_model_data","FootstepCameraEffectID","int unsigned","int","NO",""
"hotfixes","creature_model_data","DeathThudCameraEffectID","int unsigned","int","NO",""
"hotfixes","creature_model_data","SoundID","int unsigned","int","NO",""
"hotfixes","creature_model_data","SizeClass","int unsigned","int","NO",""
"hotfixes","creature_model_data","CollisionWidth","float","float","NO",""
"hotfixes","creature_model_data","CollisionHeight","float","float","NO",""
"hotfixes","creature_model_data","WorldEffectScale","float","float","NO",""
"hotfixes","creature_model_data","CreatureGeosetDataID","int unsigned","int","NO",""
"hotfixes","creature_model_data","HoverHeight","float","float","NO",""
"hotfixes","creature_model_data","AttachedEffectScale","float","float","NO",""
"hotfixes","creature_model_data","ModelScale","float","float","NO",""
"hotfixes","creature_model_data","MissileCollisionRadius","float","float","NO",""
"hotfixes","creature_model_data","MissileCollisionPush","float","float","NO",""
"hotfixes","creature_model_data","MissileCollisionRaise","float","float","NO",""
"hotfixes","creature_model_data","MountHeight","float","float","NO",""
"hotfixes","creature_model_data","OverrideLootEffectScale","float","float","NO",""
"hotfixes","creature_model_data","OverrideNameScale","float","float","NO",""
"hotfixes","creature_model_data","OverrideSelectionRadius","float","float","NO",""
"hotfixes","creature_model_data","TamedPetBaseScale","float","float","NO",""
"hotfixes","creature_model_data","VerifiedBuild","int","int","NO","PRI"
"hotfixes","creature_type","ID","int unsigned","int","NO","PRI"
"hotfixes","creature_type","Name","text","text","YES",""
"hotfixes","creature_type","Flags","tinyint unsigned","tinyint","NO",""
"hotfixes","creature_type","VerifiedBuild","int","int","NO","PRI"
"hotfixes","creature_type_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","creature_type_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","creature_type_locale","Name_lang","text","text","YES",""
"hotfixes","creature_type_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","criteria","ID","int unsigned","int","NO","PRI"
"hotfixes","criteria","Type","smallint","smallint","NO",""
"hotfixes","criteria","Asset","int","int","NO",""
"hotfixes","criteria","ModifierTreeId","int unsigned","int","NO",""
"hotfixes","criteria","StartEvent","int","int","NO",""
"hotfixes","criteria","StartAsset","int","int","NO",""
"hotfixes","criteria","StartTimer","smallint unsigned","smallint","NO",""
"hotfixes","criteria","FailEvent","int","int","NO",""
"hotfixes","criteria","FailAsset","int","int","NO",""
"hotfixes","criteria","Flags","int","int","NO",""
"hotfixes","criteria","EligibilityWorldStateID","smallint","smallint","NO",""
"hotfixes","criteria","EligibilityWorldStateValue","tinyint","tinyint","NO",""
"hotfixes","criteria","VerifiedBuild","int","int","NO","PRI"
"hotfixes","criteria_tree","ID","int unsigned","int","NO","PRI"
"hotfixes","criteria_tree","Description","text","text","YES",""
"hotfixes","criteria_tree","Parent","int unsigned","int","NO",""
"hotfixes","criteria_tree","Amount","int unsigned","int","NO",""
"hotfixes","criteria_tree","Operator","int","int","NO",""
"hotfixes","criteria_tree","CriteriaID","int unsigned","int","NO",""
"hotfixes","criteria_tree","OrderIndex","int","int","NO",""
"hotfixes","criteria_tree","Flags","int","int","NO",""
"hotfixes","criteria_tree","VerifiedBuild","int","int","NO","PRI"
"hotfixes","criteria_tree_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","criteria_tree_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","criteria_tree_locale","Description_lang","text","text","YES",""
"hotfixes","criteria_tree_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","currency_container","ID","int unsigned","int","NO","PRI"
"hotfixes","currency_container","ContainerName","text","text","YES",""
"hotfixes","currency_container","ContainerDescription","text","text","YES",""
"hotfixes","currency_container","MinAmount","int","int","NO",""
"hotfixes","currency_container","MaxAmount","int","int","NO",""
"hotfixes","currency_container","ContainerIconID","int","int","NO",""
"hotfixes","currency_container","ContainerQuality","int","int","NO",""
"hotfixes","currency_container","OnLootSpellVisualKitID","int","int","NO",""
"hotfixes","currency_container","CurrencyTypesID","int unsigned","int","NO",""
"hotfixes","currency_container","VerifiedBuild","int","int","NO","PRI"
"hotfixes","currency_container_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","currency_container_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","currency_container_locale","ContainerName_lang","text","text","YES",""
"hotfixes","currency_container_locale","ContainerDescription_lang","text","text","YES",""
"hotfixes","currency_container_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","currency_types","ID","int unsigned","int","NO","PRI"
"hotfixes","currency_types","Name","text","text","YES",""
"hotfixes","currency_types","Description","text","text","YES",""
"hotfixes","currency_types","CategoryID","tinyint unsigned","tinyint","NO",""
"hotfixes","currency_types","InventoryIconFileID","int","int","NO",""
"hotfixes","currency_types","SpellWeight","int unsigned","int","NO",""
"hotfixes","currency_types","SpellCategory","tinyint unsigned","tinyint","NO",""
"hotfixes","currency_types","MaxQty","int unsigned","int","NO",""
"hotfixes","currency_types","MaxEarnablePerWeek","int unsigned","int","NO",""
"hotfixes","currency_types","Quality","tinyint","tinyint","NO",""
"hotfixes","currency_types","FactionID","int","int","NO",""
"hotfixes","currency_types","AwardConditionID","int","int","NO",""
"hotfixes","currency_types","Flags1","int","int","NO",""
"hotfixes","currency_types","Flags2","int","int","NO",""
"hotfixes","currency_types","VerifiedBuild","int","int","NO","PRI"
"hotfixes","currency_types_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","currency_types_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","currency_types_locale","Name_lang","text","text","YES",""
"hotfixes","currency_types_locale","Description_lang","text","text","YES",""
"hotfixes","currency_types_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","curve","ID","int unsigned","int","NO","PRI"
"hotfixes","curve","Type","tinyint unsigned","tinyint","NO",""
"hotfixes","curve","Flags","tinyint unsigned","tinyint","NO",""
"hotfixes","curve","VerifiedBuild","int","int","NO","PRI"
"hotfixes","curve_point","PosX","float","float","NO",""
"hotfixes","curve_point","PosY","float","float","NO",""
"hotfixes","curve_point","PreSLSquishPosX","float","float","NO",""
"hotfixes","curve_point","PreSLSquishPosY","float","float","NO",""
"hotfixes","curve_point","ID","int unsigned","int","NO","PRI"
"hotfixes","curve_point","CurveID","int","int","NO",""
"hotfixes","curve_point","OrderIndex","tinyint unsigned","tinyint","NO",""
"hotfixes","curve_point","VerifiedBuild","int","int","NO","PRI"
"hotfixes","destructible_model_data","ID","int unsigned","int","NO","PRI"
"hotfixes","destructible_model_data","State0ImpactEffectDoodadSet","tinyint","tinyint","NO",""
"hotfixes","destructible_model_data","State0AmbientDoodadSet","tinyint unsigned","tinyint","NO",""
"hotfixes","destructible_model_data","State1Wmo","int unsigned","int","NO",""
"hotfixes","destructible_model_data","State1DestructionDoodadSet","tinyint","tinyint","NO",""
"hotfixes","destructible_model_data","State1ImpactEffectDoodadSet","tinyint","tinyint","NO",""
"hotfixes","destructible_model_data","State1AmbientDoodadSet","tinyint unsigned","tinyint","NO",""
"hotfixes","destructible_model_data","State2Wmo","int unsigned","int","NO",""
"hotfixes","destructible_model_data","State2DestructionDoodadSet","tinyint","tinyint","NO",""
"hotfixes","destructible_model_data","State2ImpactEffectDoodadSet","tinyint","tinyint","NO",""
"hotfixes","destructible_model_data","State2AmbientDoodadSet","tinyint unsigned","tinyint","NO",""
"hotfixes","destructible_model_data","State3Wmo","int unsigned","int","NO",""
"hotfixes","destructible_model_data","State3InitDoodadSet","tinyint unsigned","tinyint","NO",""
"hotfixes","destructible_model_data","State3AmbientDoodadSet","tinyint unsigned","tinyint","NO",""
"hotfixes","destructible_model_data","EjectDirection","tinyint unsigned","tinyint","NO",""
"hotfixes","destructible_model_data","DoNotHighlight","tinyint unsigned","tinyint","NO",""
"hotfixes","destructible_model_data","State0Wmo","int unsigned","int","NO",""
"hotfixes","destructible_model_data","HealEffect","tinyint unsigned","tinyint","NO",""
"hotfixes","destructible_model_data","HealEffectSpeed","smallint unsigned","smallint","NO",""
"hotfixes","destructible_model_data","State0NameSet","tinyint","tinyint","NO",""
"hotfixes","destructible_model_data","State1NameSet","tinyint","tinyint","NO",""
"hotfixes","destructible_model_data","State2NameSet","tinyint","tinyint","NO",""
"hotfixes","destructible_model_data","State3NameSet","tinyint","tinyint","NO",""
"hotfixes","destructible_model_data","VerifiedBuild","int","int","NO","PRI"
"hotfixes","difficulty","ID","int unsigned","int","NO","PRI"
"hotfixes","difficulty","Name","text","text","YES",""
"hotfixes","difficulty","InstanceType","tinyint unsigned","tinyint","NO",""
"hotfixes","difficulty","OrderIndex","tinyint unsigned","tinyint","NO",""
"hotfixes","difficulty","OldEnumValue","tinyint","tinyint","NO",""
"hotfixes","difficulty","FallbackDifficultyID","tinyint unsigned","tinyint","NO",""
"hotfixes","difficulty","MinPlayers","tinyint unsigned","tinyint","NO",""
"hotfixes","difficulty","MaxPlayers","tinyint unsigned","tinyint","NO",""
"hotfixes","difficulty","Flags","tinyint unsigned","tinyint","NO",""
"hotfixes","difficulty","ItemContext","tinyint unsigned","tinyint","NO",""
"hotfixes","difficulty","ToggleDifficultyID","tinyint unsigned","tinyint","NO",""
"hotfixes","difficulty","GroupSizeHealthCurveID","smallint unsigned","smallint","NO",""
"hotfixes","difficulty","GroupSizeDmgCurveID","smallint unsigned","smallint","NO",""
"hotfixes","difficulty","GroupSizeSpellPointsCurveID","smallint unsigned","smallint","NO",""
"hotfixes","difficulty","VerifiedBuild","int","int","NO","PRI"
"hotfixes","difficulty_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","difficulty_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","difficulty_locale","Name_lang","text","text","YES",""
"hotfixes","difficulty_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","dungeon_encounter","Name","text","text","YES",""
"hotfixes","dungeon_encounter","ID","int unsigned","int","NO","PRI"
"hotfixes","dungeon_encounter","MapID","smallint","smallint","NO",""
"hotfixes","dungeon_encounter","DifficultyID","int","int","NO",""
"hotfixes","dungeon_encounter","OrderIndex","int","int","NO",""
"hotfixes","dungeon_encounter","Bit","tinyint","tinyint","NO",""
"hotfixes","dungeon_encounter","Flags","int","int","NO",""
"hotfixes","dungeon_encounter","Faction","int","int","NO",""
"hotfixes","dungeon_encounter","VerifiedBuild","int","int","NO","PRI"
"hotfixes","dungeon_encounter_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","dungeon_encounter_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","dungeon_encounter_locale","Name_lang","text","text","YES",""
"hotfixes","dungeon_encounter_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","durability_costs","ID","int unsigned","int","NO","PRI"
"hotfixes","durability_costs","WeaponSubClassCost1","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost2","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost3","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost4","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost5","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost6","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost7","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost8","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost9","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost10","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost11","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost12","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost13","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost14","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost15","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost16","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost17","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost18","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost19","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost20","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","WeaponSubClassCost21","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","ArmorSubClassCost1","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","ArmorSubClassCost2","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","ArmorSubClassCost3","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","ArmorSubClassCost4","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","ArmorSubClassCost5","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","ArmorSubClassCost6","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","ArmorSubClassCost7","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","ArmorSubClassCost8","smallint unsigned","smallint","NO",""
"hotfixes","durability_costs","VerifiedBuild","int","int","NO","PRI"
"hotfixes","durability_quality","ID","int unsigned","int","NO","PRI"
"hotfixes","durability_quality","Data","float","float","NO",""
"hotfixes","durability_quality","VerifiedBuild","int","int","NO","PRI"
"hotfixes","emotes","ID","int unsigned","int","NO","PRI"
"hotfixes","emotes","RaceMask","bigint","bigint","NO",""
"hotfixes","emotes","EmoteSlashCommand","text","text","YES",""
"hotfixes","emotes","AnimID","int","int","NO",""
"hotfixes","emotes","EmoteFlags","int unsigned","int","NO",""
"hotfixes","emotes","EmoteSpecProc","tinyint unsigned","tinyint","NO",""
"hotfixes","emotes","EmoteSpecProcParam","int unsigned","int","NO",""
"hotfixes","emotes","EventSoundID","int unsigned","int","NO",""
"hotfixes","emotes","SpellVisualKitID","int unsigned","int","NO",""
"hotfixes","emotes","ClassMask","int","int","NO",""
"hotfixes","emotes","VerifiedBuild","int","int","NO","PRI"
"hotfixes","emotes_text","ID","int unsigned","int","NO","PRI"
"hotfixes","emotes_text","Name","text","text","YES",""
"hotfixes","emotes_text","EmoteID","smallint unsigned","smallint","NO",""
"hotfixes","emotes_text","VerifiedBuild","int","int","NO","PRI"
"hotfixes","emotes_text_sound","ID","int unsigned","int","NO","PRI"
"hotfixes","emotes_text_sound","RaceID","tinyint unsigned","tinyint","NO",""
"hotfixes","emotes_text_sound","ClassID","tinyint unsigned","tinyint","NO",""
"hotfixes","emotes_text_sound","SexID","tinyint unsigned","tinyint","NO",""
"hotfixes","emotes_text_sound","SoundID","int unsigned","int","NO",""
"hotfixes","emotes_text_sound","EmotesTextID","int unsigned","int","NO",""
"hotfixes","emotes_text_sound","VerifiedBuild","int","int","NO","PRI"
"hotfixes","expected_stat","ID","int unsigned","int","NO","PRI"
"hotfixes","expected_stat","ExpansionID","int","int","NO",""
"hotfixes","expected_stat","CreatureHealth","float","float","NO",""
"hotfixes","expected_stat","PlayerHealth","float","float","NO",""
"hotfixes","expected_stat","CreatureAutoAttackDps","float","float","NO",""
"hotfixes","expected_stat","CreatureArmor","float","float","NO",""
"hotfixes","expected_stat","PlayerMana","float","float","NO",""
"hotfixes","expected_stat","PlayerPrimaryStat","float","float","NO",""
"hotfixes","expected_stat","PlayerSecondaryStat","float","float","NO",""
"hotfixes","expected_stat","ArmorConstant","float","float","NO",""
"hotfixes","expected_stat","CreatureSpellDamage","float","float","NO",""
"hotfixes","expected_stat","Lvl","int unsigned","int","NO",""
"hotfixes","expected_stat","VerifiedBuild","int","int","NO","PRI"
"hotfixes","expected_stat_mod","ID","int unsigned","int","NO","PRI"
"hotfixes","expected_stat_mod","CreatureHealthMod","float","float","NO",""
"hotfixes","expected_stat_mod","PlayerHealthMod","float","float","NO",""
"hotfixes","expected_stat_mod","CreatureAutoAttackDPSMod","float","float","NO",""
"hotfixes","expected_stat_mod","CreatureArmorMod","float","float","NO",""
"hotfixes","expected_stat_mod","PlayerManaMod","float","float","NO",""
"hotfixes","expected_stat_mod","PlayerPrimaryStatMod","float","float","NO",""
"hotfixes","expected_stat_mod","PlayerSecondaryStatMod","float","float","NO",""
"hotfixes","expected_stat_mod","ArmorConstantMod","float","float","NO",""
"hotfixes","expected_stat_mod","CreatureSpellDamageMod","float","float","NO",""
"hotfixes","expected_stat_mod","VerifiedBuild","int","int","NO","PRI"
"hotfixes","faction","ReputationRaceMask1","bigint","bigint","NO",""
"hotfixes","faction","ReputationRaceMask2","bigint","bigint","NO",""
"hotfixes","faction","ReputationRaceMask3","bigint","bigint","NO",""
"hotfixes","faction","ReputationRaceMask4","bigint","bigint","NO",""
"hotfixes","faction","Name","text","text","YES",""
"hotfixes","faction","Description","text","text","YES",""
"hotfixes","faction","ID","int unsigned","int","NO","PRI"
"hotfixes","faction","ReputationIndex","smallint","smallint","NO",""
"hotfixes","faction","ParentFactionID","smallint unsigned","smallint","NO",""
"hotfixes","faction","Expansion","tinyint unsigned","tinyint","NO",""
"hotfixes","faction","FriendshipRepID","tinyint unsigned","tinyint","NO",""
"hotfixes","faction","Flags","int","int","NO",""
"hotfixes","faction","ParagonFactionID","smallint unsigned","smallint","NO",""
"hotfixes","faction","RenownFactionID","int","int","NO",""
"hotfixes","faction","RenownCurrencyID","int","int","NO",""
"hotfixes","faction","ReputationClassMask1","smallint","smallint","NO",""
"hotfixes","faction","ReputationClassMask2","smallint","smallint","NO",""
"hotfixes","faction","ReputationClassMask3","smallint","smallint","NO",""
"hotfixes","faction","ReputationClassMask4","smallint","smallint","NO",""
"hotfixes","faction","ReputationFlags1","smallint unsigned","smallint","NO",""
"hotfixes","faction","ReputationFlags2","smallint unsigned","smallint","NO",""
"hotfixes","faction","ReputationFlags3","smallint unsigned","smallint","NO",""
"hotfixes","faction","ReputationFlags4","smallint unsigned","smallint","NO",""
"hotfixes","faction","ReputationBase1","int","int","NO",""
"hotfixes","faction","ReputationBase2","int","int","NO",""
"hotfixes","faction","ReputationBase3","int","int","NO",""
"hotfixes","faction","ReputationBase4","int","int","NO",""
"hotfixes","faction","ReputationMax1","int","int","NO",""
"hotfixes","faction","ReputationMax2","int","int","NO",""
"hotfixes","faction","ReputationMax3","int","int","NO",""
"hotfixes","faction","ReputationMax4","int","int","NO",""
"hotfixes","faction","ParentFactionMod1","float","float","NO",""
"hotfixes","faction","ParentFactionMod2","float","float","NO",""
"hotfixes","faction","ParentFactionCap1","tinyint unsigned","tinyint","NO",""
"hotfixes","faction","ParentFactionCap2","tinyint unsigned","tinyint","NO",""
"hotfixes","faction","VerifiedBuild","int","int","NO","PRI"
"hotfixes","faction_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","faction_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","faction_locale","Name_lang","text","text","YES",""
"hotfixes","faction_locale","Description_lang","text","text","YES",""
"hotfixes","faction_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","faction_template","ID","int unsigned","int","NO","PRI"
"hotfixes","faction_template","Faction","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Flags","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","FactionGroup","tinyint unsigned","tinyint","NO",""
"hotfixes","faction_template","FriendGroup","tinyint unsigned","tinyint","NO",""
"hotfixes","faction_template","EnemyGroup","tinyint unsigned","tinyint","NO",""
"hotfixes","faction_template","Enemies1","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Enemies2","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Enemies3","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Enemies4","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Enemies5","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Enemies6","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Enemies7","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Enemies8","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Friend1","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Friend2","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Friend3","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Friend4","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Friend5","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Friend6","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Friend7","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","Friend8","smallint unsigned","smallint","NO",""
"hotfixes","faction_template","VerifiedBuild","int","int","NO","PRI"
"hotfixes","friendship_rep_reaction","ID","int unsigned","int","NO","PRI"
"hotfixes","friendship_rep_reaction","Reaction","text","text","YES",""
"hotfixes","friendship_rep_reaction","FriendshipRepID","tinyint unsigned","tinyint","NO",""
"hotfixes","friendship_rep_reaction","ReactionThreshold","smallint unsigned","smallint","NO",""
"hotfixes","friendship_rep_reaction","VerifiedBuild","int","int","NO","PRI"
"hotfixes","friendship_rep_reaction_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","friendship_rep_reaction_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","friendship_rep_reaction_locale","Reaction_lang","text","text","YES",""
"hotfixes","friendship_rep_reaction_locale","VerifiedBuild","int","int","NO","PRI"
"hotfixes","friendship_reputation","Description","text","text","YES",""
"hotfixes","friendship_reputation","ID","int unsigned","int","NO","PRI"
"hotfixes","friendship_reputation","Field34146722002","int","int","NO",""
"hotfixes","friendship_reputation","Field34146722003","int","int","NO",""
"hotfixes","friendship_reputation","VerifiedBuild","int","int","NO","PRI"
"hotfixes","friendship_reputation_locale","ID","int unsigned","int","NO","PRI"
"hotfixes","friendship_reputation_locale","locale","varchar(4)","varchar","NO","PRI"
"hotfixes","friendship_reputation_locale","Description_lang","text","text","YES",""
"hotfixes","friendship_reputation_locale","VerifiedBuild","int","int","NO","PRI"
